id,driverId,stop,lap,time,duration,milliseconds
1,153,1,1,17:05:23,26.898,26898
2,30,1,1,17:05:52,25.021,25021
3,17,1,11,17:20:48,23.426,23426
4,4,1,12,17:22:34,23.251,23251
5,13,1,13,17:24:10,23.842,23842
6,22,1,13,17:24:29,23.643,23643
7,20,1,14,17:25:17,22.603,22603
8,814,1,14,17:26:03,24.863,24863
9,816,1,14,17:26:50,25.259,25259
10,67,1,15,17:27:34,25.342,25342
11,2,1,15,17:27:41,22.994,22994
12,1,1,16,17:28:24,23.227,23227
13,808,1,16,17:28:39,24.535,24535
14,3,1,16,17:29:00,23.716,23716
15,155,1,16,17:29:06,24.064,24064
16,16,1,16,17:29:08,25.978,25978
17,15,1,16,17:29:49,24.899,24899
18,18,1,17,17:30:24,16.867,16867
19,153,2,17,17:31:06,24.463,24463
20,5,1,17,17:31:11,24.865,24865
21,30,2,17,17:32:08,23.988,23988
22,10,1,18,17:33:02,23.792,23792
23,18,2,19,17:33:53,23.303,23303
24,815,1,23,17:40:27,23.438,23438
25,22,2,23,17:40:45,37.856,37856
26,17,2,26,17:44:29,22.52,22520
27,4,2,27,17:46:04,24.733,24733
28,22,3,28,17:49:07,16.892,16892
29,67,2,29,17:49:47,23.1,23100
30,2,2,30,17:51:32,25.098,25098
31,13,2,31,17:52:28,24.5,24500
32,155,2,32,17:54:21,24.192,24192
33,20,2,36,17:59:17,24.036,24036
34,1,2,36,17:59:29,23.199,23199
35,153,3,35,17:59:45,26.348,26348
36,808,2,36,17:59:47,25.683,25683
37,814,2,36,18:00:48,24.332,24332
38,18,3,37,18:01:49,22.681,22681
39,16,2,37,18:02:15,23.871,23871
40,15,2,37,18:03:55,24.848,24848
41,816,2,38,18:06:53,26.446,26446
42,17,3,41,18:07:37,26.23,26230
43,22,4,40,18:08:03,26.309,26309
44,4,3,42,18:09:08,24.181,24181
45,13,3,48,18:18:54,24.095,24095
46,16,1,3,16:09:07,31.694,31694
47,22,1,3,16:10:04,32.978,32978
48,17,1,10,16:21:21,22.572,22572
49,814,1,11,16:23:16,22.773,22773
50,1,1,12,16:24:40,22.552,22552
51,20,1,13,16:26:17,23.019,23019
52,2,1,13,16:26:28,23.9,23900
53,18,1,13,16:26:29,22.4,22400
54,13,1,13,16:26:30,29.224,29224
55,15,1,13,16:27:03,25.516,25516
56,4,1,14,16:28:15,23.152,23152
57,30,1,14,16:28:34,22.576,22576
58,808,1,15,16:30:10,23.182,23182
59,67,1,15,16:30:23,23.28,23280
60,3,1,15,16:30:37,24.967,24967
61,5,1,15,16:30:37,29.084,29084
62,153,1,16,16:32:25,23.584,23584
63,16,2,16,16:32:31,22.046,22046
64,155,1,17,16:33:53,23.28,23280
65,815,1,17,16:34:14,23.597,23597
66,10,1,17,16:34:28,24.617,24617
67,816,1,17,16:34:39,26.252,26252
68,24,1,17,16:34:56,27.815,27815
69,22,2,17,16:35:41,24.502,24502
70,67,2,20,16:39:30,29.843,29843
71,17,2,22,16:42:37,21.991,21991
72,18,2,23,16:44:11,22.471,22471
73,1,2,24,16:45:48,22.611,22611
74,814,2,24,16:46:20,22.419,22419
75,20,2,25,16:47:27,21.893,21893
76,4,2,26,16:49:19,23.894,23894
77,2,2,26,16:49:31,23.221,23221
78,13,2,27,16:51:17,22.541,22541
79,808,2,27,16:51:25,22.68,22680
80,30,2,28,16:53:26,22.261,22261
81,3,2,29,16:55:28,22.577,22577
82,17,3,32,17:00:01,22.069,22069
83,153,2,32,17:00:55,22.888,22888
84,16,3,32,17:00:56,22.55,22550
85,67,3,32,17:01:03,27.439,27439
86,5,2,34,17:04:41,23.336,23336
87,10,2,34,17:05:19,24.429,24429
88,816,2,35,17:07:20,24.416,24416
89,155,2,36,17:07:26,23.442,23442
90,1,3,37,17:08:28,25.382,25382
91,814,3,37,17:09:21,23.977,23977
92,18,3,38,17:10:13,22.483,22483
93,13,3,38,17:10:28,22.893,22893
94,2,3,39,17:12:09,22.602,22602
95,24,2,38,17:13:32,26.554,26554
96,3,3,40,17:15:05,22.526,22526
97,20,3,41,17:15:08,22.313,22313
98,4,3,41,17:15:25,23.812,23812
99,30,3,42,17:18:08,22.227,22227
100,17,4,43,17:19:10,22.161,22161
101,808,3,44,17:21:08,28.694,28694
102,4,4,46,17:24:24,27.182,27182
103,24,3,44,17:25:07,38.823,38823
104,1,4,52,17:34:48,22.466,22466
105,153,1,9,15:19:36,22.419,22419
106,24,1,9,15:20:00,14.16,14160
107,30,1,10,15:21:12,20.522,20522
108,17,1,10,15:21:27,23.442,23442
109,813,1,10,15:21:35,23.16,23160
110,814,1,11,15:22:57,21.989,21989
111,3,1,12,15:24:32,20.771,20771
112,67,1,12,15:24:56,22.01,22010
113,18,1,14,15:27:59,23.779,23779
114,20,1,14,15:28:00,21.995,21995
115,155,1,14,15:28:17,21.855,21855
116,13,1,15,15:29:47,21.624,21624
117,1,1,15,15:29:49,20.878,20878
118,16,1,15,15:30:01,20.989,20989
119,4,1,16,15:31:34,22.524,22524
120,815,1,16,15:31:55,21.473,21473
121,22,1,16,15:32:01,21.709,21709
122,67,2,16,15:32:19,24.722,24722
123,10,1,16,15:32:33,22.683,22683
124,808,1,17,15:33:36,21.981,21981
125,2,1,18,15:35:28,22.216,22216
126,5,1,19,15:37:31,22.485,22485
127,15,1,20,15:39:24,23.029,23029
128,816,1,20,15:39:50,22.901,22901
129,24,2,21,15:42:05,24.467,24467
130,39,1,23,15:45:28,26.049,26049
131,18,2,24,15:45:35,20.758,20758
132,3,2,25,15:47:13,22.005,22005
133,1,2,25,15:47:20,20.533,20533
134,17,2,25,15:47:44,21.132,21132
135,813,2,25,15:48:09,22.062,22062
136,30,2,26,15:49:15,21.964,21964
137,10,2,28,15:54:22,21.908,21908
138,16,2,30,15:56:26,21.058,21058
139,155,2,30,15:56:28,21.936,21936
140,2,2,30,15:56:29,21.821,21821
141,20,2,31,15:57:37,21.533,21533
142,4,2,32,15:59:39,21.251,21251
143,814,2,32,15:59:51,21.218,21218
144,13,2,33,16:01:04,21.168,21168
145,67,3,33,16:02:13,21.928,21928
146,816,2,34,16:05:10,22.802,22802
147,22,2,35,16:05:24,21.481,21481
148,815,2,36,16:06:55,23.397,23397
149,18,3,37,16:08:00,21.237,21237
150,808,2,37,16:08:34,22.005,22005
151,1,3,38,16:09:38,20.567,20567
152,3,3,39,16:11:19,20.72,20720
153,30,3,39,16:11:49,21.4,21400
154,17,3,40,16:13:29,21.091,21091
155,10,3,39,16:14:17,33.827,33827
156,5,2,40,16:14:27,21.89,21890
157,813,3,40,16:14:36,27.62,27620
158,15,2,42,16:18:14,22.26,22260
159,24,3,45,16:25:39,23.499,23499
160,16,3,47,16:26:24,28.708,28708
161,815,3,48,16:28:01,13.9,13900
162,815,4,50,16:31:39,28.845,28845
163,815,1,1,15:05:18,29.27,29270
164,30,1,2,15:06:35,30.182,30182
165,808,1,8,15:16:06,21.422,21422
166,13,1,9,15:17:37,22.022,22022
167,1,1,9,15:17:38,20.833,20833
168,67,1,9,15:17:47,21.769,21769
169,17,1,10,15:19:04,21.05,21050
170,4,1,10,15:19:05,21.308,21308
171,3,1,10,15:19:09,22.573,22573
172,2,1,10,15:19:16,22.3,22300
173,22,1,10,15:19:20,22.717,22717
174,16,1,10,15:19:22,21.649,21649
175,20,1,11,15:20:32,20.623,20623
176,814,1,11,15:21:00,20.775,20775
177,813,1,11,15:21:09,23.881,23881
178,18,1,13,15:23:57,21.368,21368
179,155,1,13,15:24:09,21.82,21820
180,153,1,13,15:24:25,22.713,22713
181,15,1,13,15:24:28,23.066,23066
182,30,2,14,15:26:02,20.907,20907
183,39,1,14,15:26:26,27.353,27353
184,5,1,15,15:27:42,22.854,22854
185,24,1,15,15:28:03,24.634,24634
186,815,2,16,15:29:30,22.895,22895
187,816,1,16,15:29:37,22.779,22779
188,24,2,16,15:30:57,56.611,56611
189,808,2,19,15:33:42,21.323,21323
190,1,2,20,15:35:09,21.075,21075
191,17,2,21,15:36:27,20.421,20421
192,3,2,22,15:38:24,20.927,20927
193,2,2,22,15:38:25,21.919,21919
194,4,2,23,15:39:35,21.732,21732
195,13,2,23,15:39:58,21.322,21322
196,67,2,23,15:40:07,22.128,22128
197,155,2,23,15:40:15,23.455,23455
198,22,2,24,15:41:43,22.868,22868
199,814,2,24,15:41:50,20.93,20930
200,20,2,25,15:42:31,20.112,20112
201,16,2,25,15:43:21,21.084,21084
202,813,2,25,15:43:41,22.555,22555
203,15,2,25,15:43:47,22.862,22862
204,18,2,26,15:44:37,22.639,22639
205,39,2,27,15:47:59,24.962,24962
206,153,2,29,15:49:46,21.826,21826
207,30,3,30,15:51:13,20.379,20379
208,5,2,31,15:53:27,21.633,21633
209,814,3,32,15:54:38,20.887,20887
210,815,3,32,15:54:42,22.365,22365
211,3,3,33,15:55:49,20.949,20949
212,1,3,34,15:57:04,35.688,35688
213,816,2,33,15:57:20,24.837,24837
214,808,3,34,15:57:21,21.838,21838
215,13,3,34,15:57:22,23.471,23471
216,17,3,35,15:58:20,20.843,20843
217,4,3,36,15:59:49,21.702,21702
218,2,3,36,16:00:31,20.872,20872
219,24,3,35,16:02:57,25.125,25125
220,155,3,38,16:03:58,22.456,22456
221,18,3,39,16:05:05,21.417,21417
222,153,3,39,16:05:31,21.986,21986
223,20,3,40,16:05:46,20.385,20385
224,15,3,39,16:06:10,22.219,22219
225,67,3,40,16:06:48,22.032,22032
226,22,3,40,16:07:01,21.687,21687
227,16,3,40,16:07:05,21.006,21006
228,24,4,37,16:07:22,43.603,43603
229,813,3,41,16:09:04,21.827,21827
230,815,4,42,16:10:21,21.715,21715
231,3,4,44,16:12:55,20.308,20308
232,814,4,44,16:13:28,21.403,21403
233,17,4,45,16:13:49,22.087,22087
234,808,4,45,16:14:37,21.662,21662
235,30,4,45,16:14:46,20.597,20597
236,4,4,46,16:15:17,21.379,21379
237,813,4,45,16:15:30,13.925,13925
238,1,4,46,16:15:51,22.041,22041
239,2,4,46,16:16:10,21.884,21884
240,13,4,46,16:16:13,26.685,26685
241,20,4,47,16:16:40,20.489,20489
242,39,3,45,16:17:26,24.474,24474
243,5,3,53,16:28:36,23.114,23114
244,153,4,55,16:30:31,21.931,21931
245,155,1,1,14:05:11,24.871,24871
246,815,1,7,14:14:14,23.592,23592
247,813,1,8,14:15:48,22.689,22689
248,20,1,9,14:16:54,20.253,20253
249,67,1,9,14:17:17,20.818,20818
250,4,1,10,14:18:23,20.567,20567
251,17,1,10,14:18:27,20.881,20881
252,30,1,10,14:18:43,20.084,20084
253,1,1,11,14:19:57,19.761,19761
254,808,1,11,14:20:14,21.856,21856
255,3,1,11,14:20:17,20.647,20647
256,13,1,11,14:20:19,20.8,20800
257,153,1,11,14:20:28,20.741,20741
258,22,1,11,14:20:48,29.936,29936
259,16,1,13,14:23:57,20.773,20773
260,18,1,14,14:24:51,20.015,20015
261,39,1,14,14:25:56,24.843,24843
262,814,1,15,14:26:40,20.07,20070
263,15,1,15,14:26:50,22.364,22364
264,5,1,16,14:28:30,21.019,21019
265,24,1,16,14:28:55,23.157,23157
266,10,1,16,14:29:00,22.744,22744
267,816,1,17,14:30:41,23.176,23176
268,20,2,18,14:30:44,19.887,19887
269,4,2,19,14:32:13,20.238,20238
270,17,2,19,14:32:16,20.079,20079
271,813,2,20,14:34:36,24.821,24821
272,13,2,21,14:35:51,21.635,21635
273,2,1,21,14:36:21,21.322,21322
274,1,2,23,14:38:08,20.235,20235
275,22,2,23,14:39:40,21.226,21226
276,153,2,24,14:40:47,20.872,20872
277,67,2,25,14:42:10,24.745,24745
278,155,2,25,14:42:46,21.128,21128
279,30,2,26,14:43:25,20.487,20487
280,808,2,26,14:43:33,24.232,24232
281,3,2,27,14:45:01,19.534,19534
282,4,3,29,14:47:26,20.738,20738
283,17,3,29,14:47:27,20.279,20279
284,5,2,28,14:47:28,20.807,20807
285,815,2,29,14:48:40,21.143,21143
286,15,2,29,14:48:41,21.723,21723
287,39,2,28,14:48:52,24.448,24448
288,18,2,30,14:49:06,20.763,20763
289,16,2,30,14:50:19,20.267,20267
290,814,2,32,14:53:02,20.126,20126
291,20,3,34,14:54:42,20.426,20426
292,1,3,35,14:56:14,20.473,20473
293,816,2,34,14:58:05,22.982,22982
294,22,3,35,14:58:09,20.65,20650
295,13,3,36,14:58:48,22.419,22419
296,813,3,36,14:59:14,21.574,21574
297,2,2,36,14:59:22,21.953,21953
298,153,3,36,14:59:25,21.019,21019
299,4,4,39,15:02:54,20.38,20380
300,10,2,38,15:03:54,21.632,21632
301,30,3,41,15:06:21,20.451,20451
302,808,3,41,15:06:36,21.739,21739
303,5,3,41,15:07:42,23.068,23068
304,3,3,42,15:07:53,20.395,20395
305,67,3,42,15:08:31,20.819,20819
306,15,3,43,15:10:27,23.001,23001
307,155,3,44,15:11:40,20.5,20500
308,17,4,47,15:14:50,19.984,19984
309,20,4,48,15:15:41,20.292,20292
310,815,3,47,15:16:00,21.829,21829
311,18,3,48,15:16:10,20.107,20107
312,1,4,49,15:17:11,20.988,20988
313,16,3,48,15:17:54,23.23,23230
314,39,3,47,15:19:38,24.298,24298
315,2,3,50,15:20:32,20.796,20796
316,153,4,50,15:21:09,23.143,23143
317,816,3,49,15:21:44,21.708,21708
318,814,3,51,15:22:03,20.573,20573
319,813,4,53,15:25:26,22.077,22077
320,10,3,53,15:27:29,21.17,21170
321,22,4,54,15:27:32,20.637,20637
322,30,1,12,14:19:30,35.084,35084
323,18,1,15,14:22:57,25.28,25280
324,3,1,15,14:23:33,25.189,25189
325,20,1,16,14:24:15,28.536,28536
326,17,1,16,14:24:32,37.735,37735
327,4,1,17,14:25:41,25.352,25352
328,5,1,19,14:29:21,26.477,26477
329,814,1,20,14:30:24,24.97,24970
330,1,1,22,14:33:00,31.445,31445
331,10,1,22,14:33:33,26.827,26827
332,15,1,24,14:36:13,25.595,25595
333,813,1,25,14:37:09,26.468,26468
334,13,1,26,14:38:20,26.615,26615
335,39,1,25,14:38:46,28.325,28325
336,814,2,27,14:40:23,19.36,19360
337,808,1,28,14:41:17,28.856,28856
338,153,1,29,14:43:07,25.907,25907
339,22,1,32,14:46:47,25.921,25921
340,18,2,33,14:46:57,26.421,26421
341,814,3,32,14:47:35,47.226,47226
342,2,1,33,14:48:15,25.851,25851
343,67,1,33,14:48:16,26.073,26073
344,4,2,34,14:48:45,31.382,31382
345,3,2,33,14:48:50,25.31,25310
346,24,1,32,14:49:02,28.298,28298
347,816,1,33,14:49:39,27.577,27577
348,155,1,34,14:49:49,28.642,28642
349,16,1,34,14:49:51,25.037,25037
350,39,2,33,14:51:08,39.917,39917
351,1,2,43,15:03:45,19.347,19347
352,15,2,46,15:09:08,26.065,26065
353,18,3,48,15:09:55,24.67,24670
354,1,3,49,15:12:04,26.977,26977
355,5,2,52,15:17:38,25.878,25878
356,3,3,53,15:18:33,25.116,25116
357,813,2,54,15:18:38,25.687,25687
358,17,2,55,15:19:56,26.269,26269
359,153,2,56,15:22:30,27.55,27550
360,67,2,62,15:30:24,25.045,25045
361,816,2,63,15:33:21,26.464,26464
362,16,2,68,15:37:52,27.879,27879
363,22,2,68,15:38:54,25.675,25675
364,2,2,69,15:40:13,26.281,26281
365,18,1,8,13:15:11,23.65,23650
366,24,1,9,13:17:25,27.202,27202
367,18,2,13,13:25:10,14.501,14501
368,22,1,15,13:28:31,23.305,23305
369,16,1,16,13:30:09,24.052,24052
370,4,1,17,13:31:21,23.893,23893
371,3,1,17,13:31:28,23.105,23105
372,813,1,17,13:31:45,23.571,23571
373,67,1,17,13:31:50,23.949,23949
374,816,1,17,13:32:07,24.143,24143
375,30,1,18,13:33:04,24.472,24472
376,4,2,19,13:34:54,26.348,26348
377,18,3,19,13:35:02,23.868,23868
378,3,2,19,13:35:10,22.986,22986
379,153,1,19,13:35:14,26.045,26045
380,22,2,19,13:35:21,25.066,25066
381,5,1,19,13:35:26,44.037,44037
382,15,1,19,13:35:28,51.684,51684
383,813,2,19,13:35:30,24.943,24943
384,20,1,20,13:36:13,23.872,23872
385,17,1,20,13:36:40,29.546,29546
386,67,2,20,13:37:27,24.649,24649
387,13,1,21,13:38:09,24.886,24886
388,30,2,21,13:38:51,24.196,24196
389,816,2,23,13:43:32,30.497,30497
390,816,3,33,16:07:00,24.655,24655
391,30,3,34,16:08:48,22.832,22832
392,16,2,34,16:08:49,22.923,22923
393,10,1,34,16:08:50,24.425,24425
394,22,3,34,16:08:51,24.684,24684
395,67,3,34,16:08:53,23.97,23970
396,2,1,35,16:10:18,23.113,23113
397,814,1,35,16:10:20,22.479,22479
398,18,4,35,16:10:22,23.589,23589
399,37,1,35,16:10:23,30.288,30288
400,153,2,35,16:10:26,24.863,24863
401,813,3,35,16:10:29,23.593,23593
402,24,2,35,16:10:48,34.897,34897
403,155,1,36,16:11:49,23.687,23687
404,13,2,36,16:11:50,22.742,22742
405,808,1,36,16:11:52,23.816,23816
406,17,2,36,16:11:53,22.402,22402
407,4,3,36,16:11:54,26.129,26129
408,3,3,36,16:11:57,22.735,22735
409,15,2,36,16:12:14,23.332,23332
410,816,4,36,16:12:15,14.538,14538
411,20,2,37,16:13:21,22.958,22958
412,39,1,37,16:14:01,29.115,29115
413,18,5,37,16:14:55,31.718,31718
414,814,2,43,16:24:38,28.63,28630
415,16,3,45,16:27:43,14.565,14565
416,16,4,49,16:33:51,32.449,32449
417,17,3,50,16:35:03,22.77,22770
418,22,4,50,16:35:12,23.059,23059
419,67,4,50,16:35:23,26.561,26561
420,814,3,50,16:35:33,14.538,14538
421,18,6,51,16:36:41,23.741,23741
422,153,3,51,16:36:45,23.338,23338
423,813,4,51,16:36:46,23.7,23700
424,10,2,51,16:37:16,25.079,25079
425,39,2,51,16:37:38,29.54,29540
426,30,4,52,16:37:50,22.869,22869
427,13,3,52,16:37:52,22.56,22560
428,2,2,52,16:37:57,23.364,23364
429,37,2,52,16:38:22,24.039,24039
430,15,3,52,16:38:45,25.14,25140
431,816,5,52,16:38:56,30.714,30714
432,20,3,53,16:39:07,22.526,22526
433,24,3,52,16:39:20,33.278,33278
434,155,2,53,16:39:22,24.618,24618
435,808,2,53,16:39:31,24.145,24145
436,3,4,53,16:39:36,22.702,22702
437,13,4,53,16:39:50,28.346,28346
438,814,4,53,16:40:04,23.129,23129
439,813,5,61,16:53:19,31.701,31701
440,813,1,10,14:22:02,21.301,21301
441,2,1,11,14:23:23,22.114,22114
442,22,1,11,14:23:27,21.163,21163
443,155,1,11,14:23:29,23.492,23492
444,1,1,12,14:24:49,20.34,20340
445,3,1,12,14:25:02,21.054,21054
446,16,1,12,14:25:09,20.676,20676
447,17,1,13,14:26:28,20.465,20465
448,20,1,14,14:28:11,21.006,21006
449,4,1,14,14:28:15,21.477,21477
450,18,1,14,14:28:31,20.997,20997
451,30,1,14,14:28:40,21.201,21201
452,814,1,14,14:28:51,20.567,20567
453,67,1,14,14:28:54,21.321,21321
454,5,1,14,14:29:11,23.241,23241
455,39,1,14,14:29:43,28.03,28030
456,13,1,15,14:30:07,20.718,20718
457,808,1,15,14:30:49,22.104,22104
458,30,2,15,14:30:59,30.665,30665
459,24,1,15,14:31:23,24.459,24459
460,10,1,17,14:34:56,21.9,21900
461,15,1,18,14:36:30,23.327,23327
462,816,1,18,14:36:56,21.943,21943
463,153,1,19,14:37:50,21.391,21391
464,1,2,24,14:46:06,21.035,21035
465,815,1,25,14:48:56,21.939,21939
466,67,2,26,14:50:28,20.46,20460
467,5,2,26,14:51:06,21.126,21126
468,2,2,27,14:52:04,22.285,22285
469,814,2,27,14:52:08,20.818,20818
470,808,2,27,14:52:26,21.168,21168
471,17,2,28,14:52:53,20.319,20319
472,16,2,28,14:53:47,20.286,20286
473,22,2,28,14:53:53,21.262,21262
474,813,2,28,14:54:30,21.805,21805
475,4,2,29,14:54:36,20.551,20551
476,24,2,28,14:55:33,22.766,22766
477,20,2,30,14:56:16,20.441,20441
478,18,2,30,14:56:46,20.325,20325
479,3,2,30,14:57:07,23.547,23547
480,39,2,29,14:58:17,24.675,24675
481,13,2,31,14:58:23,25.537,25537
482,30,3,31,14:59:40,21.168,21168
483,155,2,33,15:03:14,20.545,20545
484,15,2,34,15:05:36,22.131,22131
485,816,2,37,15:11:48,22.25,22250
486,808,3,39,15:13:41,21.105,21105
487,2,3,40,15:15:10,21.472,21472
488,22,3,40,15:15:16,21.286,21286
489,17,3,42,15:17:11,20.367,20367
490,1,3,42,15:17:41,20.212,20212
491,153,2,42,15:18:33,21.103,21103
492,5,3,42,15:19:57,22.632,22632
493,16,3,43,15:20:21,21.036,21036
494,10,2,42,15:20:26,22.03,22030
495,814,3,44,15:22:18,21.069,21069
496,4,3,45,15:22:21,20.136,20136
497,24,3,43,15:23:02,22.235,22235
498,813,3,44,15:23:06,21.49,21490
499,3,3,45,15:23:36,20.896,20896
500,67,3,45,15:24:07,20.995,20995
501,20,3,47,15:25:39,20.331,20331
502,39,3,44,15:26:13,26.059,26059
503,13,3,48,15:28:09,20.404,20404
504,18,3,48,15:28:21,20.479,20479
505,30,1,9,13:20:38,30.242,30242
506,2,1,10,13:22:37,24.716,24716
507,18,1,11,13:24:05,25.07,25070
508,16,1,11,13:24:13,25.737,25737
509,155,1,11,13:24:19,28.448,28448
510,813,1,11,13:24:27,26.238,26238
511,67,1,11,13:24:30,26.279,26279
512,808,1,11,13:24:37,24.88,24880
513,22,1,11,13:24:38,25.86,25860
514,10,1,11,13:24:52,25.416,25416
515,24,1,11,13:25:12,26.643,26643
516,816,1,11,13:25:14,28.742,28742
517,17,1,12,13:25:41,23.973,23973
518,4,1,12,13:25:42,26.566,26566
519,1,1,12,13:25:49,25.1,25100
520,814,1,12,13:26:02,26.612,26612
521,3,1,12,13:26:12,24.722,24722
522,815,1,12,13:26:13,25.386,25386
523,153,1,12,13:26:20,24.719,24719
524,817,1,12,13:27:17,25.872,25872
525,20,1,13,13:27:22,24.818,24818
526,13,1,13,13:27:39,24.159,24159
527,30,2,16,13:33:23,31.751,31751
528,155,2,20,13:40:27,31.551,31551
529,1,2,24,13:46:21,24.065,24065
530,814,2,24,13:46:50,45.291,45291
531,813,2,24,13:47:12,24.272,24272
532,16,2,25,13:48:32,24.077,24077
533,67,2,25,13:48:50,24.62,24620
534,17,2,26,13:49:36,25.49,25490
535,18,2,26,13:49:45,24.287,24287
536,13,2,26,13:49:48,23.929,23929
537,814,3,26,13:50:52,31.471,31471
538,20,2,27,13:51:10,31.558,31558
539,4,2,27,13:51:15,23.974,23974
540,816,2,28,13:55:39,25.428,25428
541,817,2,28,13:56:23,26.942,26942
542,3,2,30,13:56:50,24.399,24399
543,2,2,30,13:57:06,24.434,24434
544,10,2,30,13:58:43,24.959,24959
545,153,2,31,13:58:46,24.095,24095
546,30,3,31,13:58:47,24.651,24651
547,22,2,31,13:59:02,23.955,23955
548,815,2,32,14:00:08,25.619,25619
549,24,2,31,14:00:49,25.505,25505
550,813,3,35,14:05:42,23.869,23869
551,20,3,36,14:06:13,23.137,23137
552,1,3,37,14:07:50,23.34,23340
553,17,3,38,14:09:30,23.785,23785
554,808,2,38,14:10:21,24.172,24172
555,4,3,39,14:10:50,23.474,23474
556,18,3,39,14:11:08,23.292,23292
557,16,3,40,14:13:32,27.24,27240
558,13,3,41,14:14:35,23.238,23238
559,815,1,8,14:17:05,27.247,27247
560,67,1,10,14:20:28,27.301,27301
561,812,1,10,14:21:22,31.879,31879
562,17,1,14,14:26:23,20.44,20440
563,3,1,14,14:26:39,20.348,20348
564,30,1,15,14:28:22,20.768,20768
565,813,1,15,14:28:35,21.601,21601
566,1,1,16,14:29:38,20.982,20982
567,4,1,16,14:29:39,20.43,20430
568,20,1,16,14:29:57,20.394,20394
569,13,1,17,14:31:36,20.344,20344
570,155,1,20,14:36:51,20.882,20882
571,24,1,20,14:37:44,22.048,22048
572,817,1,21,14:39:29,22.319,22319
573,16,1,22,14:39:56,20.839,20839
574,10,1,22,14:41:05,22.252,22252
575,808,1,23,14:41:53,21.449,21449
576,153,1,23,14:42:02,21.062,21062
577,814,1,23,14:42:05,23.676,23676
578,18,1,24,14:43:15,20.952,20952
579,816,1,24,14:44:42,20.762,20762
580,5,1,26,14:47:26,22.088,22088
581,17,2,30,14:52:32,21.299,21299
582,812,2,28,14:53:09,22.331,22331
583,1,2,31,14:54:10,20.496,20496
584,4,2,32,14:55:46,20.035,20035
585,813,2,35,15:01:53,21.057,21057
586,3,2,36,15:03:03,20.975,20975
587,67,2,36,15:04:03,20.954,20954
588,30,2,37,15:04:59,20.299,20299
589,20,2,40,15:09:11,20.274,20274
590,13,2,41,15:10:46,20.185,20185
591,815,2,41,15:11:48,21.645,21645
592,153,2,43,15:15:07,21.689,21689
593,808,2,46,15:19:54,20.572,20572
594,16,2,48,15:22:30,20.879,20879
595,155,2,48,15:23:03,21.267,21267
596,10,2,48,15:25:25,21.252,21252
597,1,3,51,15:26:17,20.403,20403
598,816,2,49,15:27:24,23.588,23588
599,817,2,49,15:27:43,24.053,24053
600,5,2,50,15:27:48,21.175,21175
601,814,2,51,15:28:11,22.535,22535
602,4,3,53,15:29:30,19.975,19975
603,3,3,53,15:30:50,20.047,20047
604,812,3,51,15:32:52,22.458,22458
605,17,3,56,15:34:20,20.324,20324
606,30,3,56,15:35:53,19.93,19930
607,13,3,59,15:39:43,21.903,21903
608,20,3,59,15:39:44,20.11,20110
609,17,1,10,14:20:59,20.854,20854
610,13,1,10,14:21:09,22.293,22293
611,808,1,10,14:21:18,25.532,25532
612,22,1,10,14:21:19,22.64,22640
613,18,1,11,14:22:29,21.786,21786
614,814,1,11,14:22:46,22.262,22262
615,813,1,11,14:23:04,23.397,23397
616,2,1,11,14:23:12,21.371,21371
617,10,1,11,14:23:27,22.222,22222
618,816,1,11,14:23:32,25.337,25337
619,1,1,12,14:23:59,21.88,21880
620,20,1,12,14:24:05,20.69,20690
621,4,1,12,14:24:10,22.886,22886
622,3,1,12,14:24:17,20.767,20767
623,155,1,12,14:24:35,23.725,23725
624,67,1,12,14:24:42,22.349,22349
625,5,1,12,14:24:53,22.772,22772
626,16,1,12,14:24:55,21.902,21902
627,815,1,12,14:24:56,22.215,22215
628,24,1,12,14:25:35,23.633,23633
629,30,1,13,14:26:02,21.948,21948
630,153,1,13,14:26:24,23.734,23734
631,15,1,13,14:26:49,23.118,23118
632,817,1,13,14:27:04,22.844,22844
633,813,2,16,14:31:22,13.186,13186
634,2,2,23,14:42:16,25.434,25434
635,22,2,24,14:43:19,22.217,22217
636,153,2,24,14:43:20,22.552,22552
637,5,2,24,14:43:45,22.147,22147
638,815,2,24,14:43:49,20.57,20570
639,17,2,25,14:44:03,20,20000
640,4,2,25,14:44:04,23.208,23208
641,13,2,25,14:44:34,21.138,21138
642,808,2,25,14:44:47,24.194,24194
643,67,2,25,14:44:55,21.46,21460
644,1,2,26,14:45:16,20.803,20803
645,30,2,26,14:46:04,20.071,20071
646,24,2,25,14:46:40,22.501,22501
647,16,2,26,14:46:48,20.589,20589
648,18,2,27,14:46:49,21.065,21065
649,3,2,27,14:47:28,19.939,19939
650,814,2,27,14:47:32,20.801,20801
651,20,2,28,14:48:22,20.611,20611
652,813,3,28,14:49:55,21.426,21426
653,10,2,28,14:50:32,20.613,20613
654,817,2,28,14:51:12,23.563,23563
655,816,2,29,14:52:27,20.916,20916
656,815,3,32,14:56:05,13.201,13201
657,155,2,34,14:58:08,22.852,22852
658,4,3,36,15:00:23,19.936,19936
659,22,3,37,15:02:51,20.58,20580
660,17,3,39,15:04:48,20.673,20673
661,24,3,37,15:05:37,27.839,27839
662,1,3,40,15:05:54,20.861,20861
663,13,3,40,15:06:53,22.453,22453
664,20,3,41,15:07:32,19.664,19664
665,18,3,42,15:08:53,20.046,20046
